ID_ROK;ID_SUBKATEGORIA;ID_KATEGORIA;Druh kriminality;Zistené;Objasnené; t.j. %;Spôsob. škoda;Dodatoč. objasnené;Vplyv alkoholu;Vplyv drog;Maloletý páchateľ;Mladistvý páchateľ;Celkom osôb;Počet malolet.;Počet mladist.;Vplyv alkoholu;Vplyv drog
20;;2;MRAVNOSTNÁ  KRIMINALITA                 ; 1 078;  714;  66;  ;  61;  53;  3;  41;  279;  751;  45;  278;  49;  2
20;8;2;znásilnenie                             ;  96;  62;  65;  ;  3;  14;  ;  ;  8;  56;  ;  7;  13;  
20;9;2;pohlavné zneužívanie                    ;  517;  391;  76;  ;  29;  7;  1;  26;  221;  408;  28;  222;  5;  
20;10;2;obchodovanie s ľuďmi                    ;  27;  9;  33;  ;  7;  ;  ;  ;  1;  51;  ;  1;  ;  
20;;3;MAJETKOVÁ  KRIMINALITA                  ; 25 154; 10 473;  42; 51 467;  612;  959;  26;  460; 1 438; 11 148;  606; 1 509;  917;  21
20;11;3;krádeže vlámaním                        ; 5 720; 1 719;  30; 13 919;  242;  108;  11;  80;  358; 2 182;  130;  473;  117;  6
20;12;3;   - škoda značná a vyššia              ;  57;  4;  7; 5 383;  6;  1;  ;  ;  ;  16;  ;  ;  1;  
20;13;3;   - do obchodov a výkl.skríň           ;  622;  200;  32; 1 530;  41;  23;  1;  5;  47;  243;  7;  65;  24;  
20;14;3;       - škoda značná a vyššia          ;  6;  ;  ;  578;  3;  ;  ;  ;  ;  5;  ;  ;  ;  
20;15;3;   - do reštaurácií a stánkov           ;  344;  130;  38;  483;  32;  12;  ;  2;  32;  160;  2;  35;  6;  
20;16;3;       - škoda značná a vyššia          ;  2;  ;  ;  102;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
20;17;3;   - do bytov                           ; 1 230;  434;  35; 5 274;  46;  24;  2;  20;  72;  548;  23;  106;  24;  2
20;18;3;       - škoda značná a vyššia          ;  22;  2;  9; 2 708;  1;  1;  ;  ;  ;  4;  ;  ;  1;  
20;19;3;   - do rekreačných chát                ;  415;  138;  33;  325;  22;  8;  ;  3;  35;  175;  4;  44;  7;  
20;20;3;       - škoda značná a vyššia          ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
20;21;3;krádeže ostatné                         ; 15 611; 7 452;  48; 33 523;  280;  606;  10;  279;  891; 7 490;  311;  838;  552;  10
20;22;3;   - motorových vozidiel                ; 1 524;  532;  35; 13 194;  48;  90;  ;  8;  133;  535;  8;  131;  77;  
20;23;3;   - vecí a súčiastok z áut             ; 2 782;  321;  12; 4 589;  39;  12;  1;  6;  37;  311;  13;  37;  9;  1
20;24;3;   - v bytoch                           ;  942;  469;  50; 2 228;  33;  33;  1;  11;  63;  478;  11;  61;  26;  1
20;25;3;ostatné majetkové                       ; 3 823; 1 302;  34; 4 025;  90;  245;  5;  101;  189; 1 476;  165;  198;  248;  5
20;;4;OSTATNÁ  KRIMINALITA                    ; 7 197; 5 681;  79; 6 878;  342;  681;  50;  56;  231; 6 797;  71;  237;  571;  50
20;26;4;výtržníctvo                             ; 1 015;  801;  79;  8;  51;  300;  1;  41;  99; 1 030;  49;  110;  335;  1
20;27;4;požiare a výbuchy                       ;  533;  69;  13; 6 746;  18;  16;  1;  6;  9;  98;  8;  6;  17;  1
20;28;4;drogy                                   ; 1 480; 1 105;  75;  ;  129;  26;  45;  2;  78; 1 247;  3;  80;  24;  45
20;29;4;    - omamné,psychotrop.látky           ;  579;  445;  77;  ;  55;  6;  18;  ;  27;  540;  ;  28;  5;  19
20;30;4;    - šírenie toxikománie               ;  20;  13;  65;  ;  1;  ;  2;  ;  1;  11;  ;  2;  ;  2
20;31;4;nedovolené ozbrojovanie                 ;  359;  189;  53;  20;  40;  10;  ;  ;  5;  192;  ;  5;  8;  
20;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 12 194; 10 198;  84; 6 292;  935; 4 480;  45;  17;  73; 10 967;  19;  73; 4 391;  42
20;32;5;dopravné nehody cestné                  ; 1 582; 1 071;  68; 1 828;  311;  111;  3;  4;  9; 1 362;  4;  9;  101;  3
20;33;5;ohroz. pod vplyvom návyk.látok          ; 4 384; 4 305;  98;  532;  56; 4 315;  41;  ;  25; 4 289;  ;  25; 4 247;  38
20;34;5;t.č. vojenské a proti republ.           ;  9;  1;  11;  2;  ;  1;  ;  ;  ;  1;  ;  ;  1;  
20;;6;EKONOMICKÁ  KRIMINALITA                 ; 14 460; 7 108;  49;1 425 195; 1 500;  69;  1;  25;  91; 8 184;  28;  91;  60;  2
20;35;6;skrátenie dane                          ; 5 734; 4 082;  71; 111 714;  644;  3;  ;  ;  ; 4 139;  ;  ;  3;  
20;36;6;krádež                                  ;  32;  22;  69;  567;  ;  ;  ;  ;  ;  25;  ;  ;  ;  
20;37;6;ochrana meny                            ; 1 459;  49;  3;  55;  4;  ;  ;  ;  4;  42;  ;  3;  ;  
20;38;6;ohroz.devízového hospod.                ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
20;39;6;korupcia                                ;  168;  97;  58;  ;  13;  3;  ;  ;  2;  154;  ;  2;  3;  
20;40;6;sprenevera                              ;  622;  422;  68; 15 474;  110;  3;  ;  ;  1;  492;  ;  1;  3;  
20;41;6;podvod                                  ; 2 264;  837;  37; 62 351;  325;  12;  ;  ;  7; 1 135;  ;  5;  12;  
20;42;6;poruš.autorských práv                   ;  44;  11;  25;  246;  13;  ;  ;  ;  ;  25;  ;  ;  ;  
19;;1;NÁSILNÁ  KRIMINALITA                    ; 6 382; 4 851;  76; 1 481;  339; 1 851;  32;  76;  301; 5 209;  91;  336; 1 830;  27
19;1;1;vraždy                                  ;  60;  43;  72;  5;  20;  10;  1;  ;  3;  65;  ;  3;  10;  
19;2;1;lúpeže                                  ;  526;  355;  67;  762;  29;  72;  4;  28;  77;  523;  39;  103;  98;  3
19;3;1;násilie na verej.činit.                 ;  241;  214;  89;  ;  5;  104;  2;  1;  4;  215;  1;  3;  103;  2
19;4;1;      - z toho na policajtovi           ;  187;  171;  91;  ;  4;  85;  2;  1;  3;  169;  1;  3;  82;  2
19;5;1;úmyslené ublíženie na zdraví            ; 1 632; 1 149;  70;  4;  174;  399;  3;  16;  122; 1 470;  17;  134;  424;  3
19;6;1;s rasovým mot.,extrémizmus              ;  58;  21;  36;  ;  3;  6;  ;  ;  2;  23;  ;  2;  7;  
19;7;1;organizovaný zločin                     ;  76;  51;  67; 8 905;  14;  ;  1;  ;  3;  105;  ;  5;  ;  
19;;1;MRAVNOSTNÁ  KRIMINALITA                 ;  950;  687;  72;  ;  54;  52;  2;  28;  283;  670;  28;  279;  49;  1
19;8;1;znásilnenie                             ;  82;  52;  63;  ;  4;  12;  1;  ;  9;  50;  ;  9;  12;  1
19;9;1;pohlavné zneužívanie                    ;  514;  419;  82;  ;  26;  15;  ;  17;  239;  432;  19;  241;  14;  
19;10;1;obchodovanie s ľuďmi                    ;  20;  7;  35;  ;  6;  ;  ;  ;  2;  25;  ;  5;  ;  
19;;1;MAJETKOVÁ  KRIMINALITA                  ; 27 440; 10 540;  38; 51 745;  614; 1 057;  15;  489; 1 460; 11 196;  618; 1 514; 1 046;  13
19;11;1;krádeže vlámaním                        ; 6 260; 1 825;  29; 15 135;  244;  160;  5;  92;  391; 2 174;  147;  449;  179;  5
19;12;1;   - škoda značná a vyššia              ;  68;  9;  13; 5 686;  3;  ;  1;  ;  ;  13;  ;  ;  ;  1
19;13;1;   - do obchodov a výkl.skríň           ;  708;  199;  28; 2 108;  23;  29;  ;  8;  62;  290;  17;  90;  34;  
19;14;1;       - škoda značná a vyššia          ;  6;  ;  ;  870;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
19;15;1;   - do reštaurácií a stánkov           ;  493;  163;  33;  520;  23;  29;  ;  9;  38;  200;  6;  48;  40;  
19;16;1;       - škoda značná a vyššia          ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
19;17;1;   - do bytov                           ; 1 213;  460;  38; 4 116;  49;  31;  1;  19;  95;  555;  32;  109;  32;  1
19;18;1;       - škoda značná a vyššia          ;  29;  4;  14; 1 808;  ;  ;  1;  ;  ;  6;  ;  ;  ;  1
19;19;1;   - do rekreačných chát                ;  551;  169;  31;  647;  36;  23;  2;  9;  26;  188;  14;  25;  26;  1
19;20;1;       - škoda značná a vyššia          ;  4;  2;  50;  153;  ;  ;  ;  ;  ;  2;  ;  ;  ;  
19;21;1;krádeže ostatné                         ; 17 069; 7 378;  43; 32 074;  286;  604;  8;  307;  867; 7 487;  334;  842;  573;  7
19;22;1;   - motorových vozidiel                ; 1 671;  572;  34; 13 306;  43;  104;  ;  8;  133;  616;  10;  145;  93;  
19;23;1;   - vecí a súčiastok z áut             ; 3 214;  376;  12; 4 454;  53;  15;  1;  12;  42;  365;  18;  40;  15;  1
19;24;1;   - v bytoch                           ;  975;  513;  53; 2 345;  36;  34;  ;  8;  72;  541;  9;  71;  35;  
19;25;1;ostatné majetkové                       ; 4 111; 1 337;  33; 4 535;  84;  293;  2;  90;  202; 1 535;  137;  223;  294;  1
19;;1;OSTATNÁ  KRIMINALITA                    ; 7 112; 5 662;  80; 11 584;  382;  706;  58;  47;  217; 6 645;  67;  215;  573;  57
19;26;1;výtržníctvo                             ;  968;  779;  80;  7;  45;  329;  3;  33;  85;  963;  38;  85;  360;  3
19;27;1;požiare a výbuchy                       ;  520;  81;  16; 11 339;  18;  16;  1;  10;  6;  98;  17;  6;  14;  1
19;28;1;drogy                                   ; 1 493; 1 156;  77;  ;  192;  25;  45;  ;  84; 1 345;  ;  80;  24;  45
19;29;1;    - omamné,psychotrop.látky           ;  527;  419;  80;  ;  77;  5;  20;  ;  24;  544;  ;  22;  5;  20
19;30;1;    - šírenie toxikománie               ;  26;  18;  69;  ;  6;  ;  ;  ;  6;  18;  ;  5;  ;  
19;31;1;nedovolené ozbrojovanie                 ;  373;  209;  56;  22;  45;  10;  1;  1;  1;  225;  1;  1;  6;  1
19;;1;ZOSTÁVAJÚCA KRIMINALITA                 ; 12 856; 10 775;  84; 14 432;  936; 4 688;  69;  15;  79; 11 561;  15;  79; 4 598;  65
19;32;1;dopravné nehody cestné                  ; 1 603; 1 109;  69; 1 327;  298;  138;  8;  1;  19; 1 387;  1;  18;  130;  7
19;33;1;ohroz. pod vplyvom návyk.látok          ; 4 591; 4 512;  98;  318;  50; 4 497;  59;  1;  24; 4 480;  1;  24; 4 418;  57
19;34;1;t.č. vojenské a proti republ.           ;  10;  8;  80;  ;  1;  3;  ;  ;  ;  8;  ;  ;  3;  
19;;1;EKONOMICKÁ  KRIMINALITA                 ; 14 895; 6 994;  47; 303 166; 1 591;  37;  2;  23;  108; 8 069;  28;  110;  32;  1
19;35;1;skrátenie dane                          ; 5 585; 3 721;  67; 133 801;  646;  4;  ;  ;  2; 3 776;  ;  2;  4;  
19;36;1;krádež                                  ;  35;  29;  83;  186;  4;  ;  ;  ;  ;  33;  ;  ;  ;  
19;37;1;ochrana meny                            ; 1 361;  33;  2;  70;  7;  1;  ;  ;  1;  48;  ;  1;  1;  
19;38;1;ohroz.devízového hospod.                ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
19;39;1;korupcia                                ;  106;  60;  57;  ;  13;  1;  ;  ;  ;  115;  ;  ;  1;  
19;40;1;sprenevera                              ;  706;  426;  60; 14 410;  124;  1;  ;  ;  2;  528;  ;  2;  1;  
19;41;1;podvod                                  ; 2 312;  874;  38; 74 314;  380;  3;  1;  ;  9; 1 218;  ;  12;  2;  
19;42;1;poruš.autorských práv                   ;  41;  8;  20;  122;  15;  ;  ;  ;  2;  20;  ;  2;  ;  
18;;1;NÁSILNÁ  KRIMINALITA                    ; 5 686; 4 290;  75; 1 132;  347; 1 532;  19;  57;  310; 4 788;  73;  355; 1 576;  17
18;1;1;vraždy                                  ;  48;  32;  67;  ;  8;  12;  ;  ;  ;  48;  ;  ;  13;  
18;2;1;lúpeže                                  ;  539;  349;  65;  683;  61;  75;  2;  16;  89;  483;  21;  112;  102;  2
18;3;1;násilie na verej.činit.                 ;  257;  240;  93;  2;  11;  114;  3;  ;  6;  246;  ;  7;  105;  3
18;4;1;      - z toho na policajtovi           ;  197;  187;  95;  2;  8;  97;  3;  ;  4;  190;  ;  6;  88;  3
18;5;1;úmyslené ublíženie na zdraví            ; 1 862; 1 277;  69;  6;  161;  391;  1;  16;  120; 1 631;  21;  129;  438;  1
18;6;1;s rasovým mot.,extrémizmus              ;  30;  17;  57;  ;  6;  4;  ;  ;  ;  20;  ;  ;  5;  
18;7;1;organizovaný zločin                     ;  39;  14;  36; 19 911;  7;  ;  1;  ;  2;  82;  ;  1;  ;  5
18;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  828;  648;  78;  ;  40;  74;  8;  28;  255;  642;  30;  258;  68;  3
18;8;2;znásilnenie                             ;  87;  57;  66;  ;  3;  20;  ;  ;  9;  53;  ;  11;  17;  
18;9;2;pohlavné zneužívanie                    ;  478;  407;  85;  ;  18;  13;  ;  13;  225;  411;  13;  227;  13;  
18;10;2;obchodovanie s ľuďmi                    ;  14;  2;  14;  ;  2;  ;  ;  ;  ;  8;  ;  ;  ;  
18;;3;MAJETKOVÁ  KRIMINALITA                  ; 29 094; 11 310;  39; 63 550;  639;  949;  26;  497; 1 696; 11 897;  598; 1 695;  907;  24
18;11;3;krádeže vlámaním                        ; 6 862; 2 150;  31; 16 194;  269;  170;  11;  82;  497; 2 532;  126;  548;  171;  11
18;12;3;   - škoda značná a vyššia              ;  82;  8;  10; 4 701;  6;  ;  ;  ;  ;  26;  ;  ;  ;  
18;13;3;   - do obchodov a výkl.skríň           ;  758;  214;  28; 2 788;  31;  23;  3;  4;  43;  245;  9;  53;  26;  2
18;14;3;       - škoda značná a vyššia          ;  17;  1;  6; 1 135;  1;  ;  ;  ;  ;  3;  ;  ;  ;  
18;15;3;   - do reštaurácií a stánkov           ;  489;  153;  31;  680;  23;  21;  ;  5;  46;  203;  7;  70;  25;  
18;16;3;       - škoda značná a vyššia          ;  1;  ;  ;  32;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
18;17;3;   - do bytov                           ; 1 203;  500;  42; 3 746;  78;  33;  3;  21;  107;  562;  30;  108;  33;  5
18;18;3;       - škoda značná a vyššia          ;  21;  3;  14; 1 273;  ;  ;  ;  ;  ;  7;  ;  ;  ;  
18;19;3;   - do rekreačných chát                ;  721;  294;  41;  641;  20;  21;  ;  6;  84;  269;  11;  73;  20;  
18;20;3;       - škoda značná a vyššia          ;  1;  ;  ;  30;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
18;21;3;krádeže ostatné                         ; 18 020; 7 778;  43; 41 907;  297;  512;  12;  322;  987; 7 927;  345;  929;  474;  11
18;22;3;   - motorových vozidiel                ; 1 932;  579;  30; 16 548;  40;  82;  3;  2;  131;  610;  2;  126;  69;  3
18;23;3;   - vecí a súčiastok z áut             ; 3 670;  383;  10; 14 014;  49;  18;  ;  16;  58;  355;  15;  36;  13;  
18;24;3;   - v bytoch                           ; 1 021;  566;  55; 1 999;  30;  24;  3;  10;  102;  566;  9;  96;  24;  3
18;25;3;ostatné majetkové                       ; 4 212; 1 382;  33; 5 448;  73;  267;  3;  93;  212; 1 438;  127;  218;  262;  2
18;;4;OSTATNÁ  KRIMINALITA                    ; 7 645; 6 053;  79; 13 625;  371;  699;  47;  46;  274; 7 136;  61;  262;  565;  51
18;26;4;výtržníctvo                             ;  951;  777;  82;  14;  33;  291;  1;  35;  98;  985;  39;  97;  347;  1
18;27;4;požiare a výbuchy                       ;  542;  63;  12; 12 940;  14;  15;  ;  5;  6;  77;  6;  7;  13;  
18;28;4;drogy                                   ; 1 750; 1 270;  73;  ;  175;  31;  40;  ;  96; 1 467;  ;  98;  25;  44
18;29;4;    - omamné,psychotrop.látky           ;  626;  503;  80;  ;  69;  3;  17;  ;  27;  637;  ;  28;  3;  21
18;30;4;    - šírenie toxikománie               ;  38;  29;  76;  ;  2;  ;  ;  ;  3;  24;  ;  3;  ;  
18;31;4;nedovolené ozbrojovanie                 ;  393;  220;  56;  13;  43;  7;  1;  ;  5;  234;  ;  5;  5;  1
18;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 14 249; 12 071;  85; 4 893; 1 022; 5 256;  59;  13;  91; 12 947;  15;  91; 5 152;  56
18;32;5;dopravné nehody cestné                  ; 1 659; 1 164;  70; 2 437;  277;  122;  6;  2;  11; 1 424;  2;  11;  117;  6
18;33;5;ohroz. pod vplyvom návyk.látok          ; 5 175; 5 105;  99;  443;  43; 5 093;  52;  1;  31; 5 048;  1;  30; 4 997;  49
18;34;5;t.č. vojenské a proti republ.           ;  7;  2;  29;  102;  1;  ;  ;  ;  ;  1;  ;  ;  ;  
18;;6;EKONOMICKÁ  KRIMINALITA                 ; 15 661; 7 375;  47; 313 247; 1 923;  56;  ;  53;  138; 9 019;  55;  131;  47;  
18;35;6;skrátenie dane                          ; 4 911; 3 145;  64; 93 834;  805;  11;  ;  1;  2; 3 508;  1;  3;  8;  
18;36;6;krádež                                  ;  23;  21;  91;  163;  1;  ;  ;  ;  1;  20;  ;  1;  ;  
18;37;6;ochrana meny                            ; 1 458;  40;  3;  230;  7;  ;  ;  ;  4;  50;  ;  5;  ;  
18;38;6;ohroz.devízového hospod.                ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
18;39;6;korupcia                                ;  131;  66;  50;  ;  18;  1;  ;  ;  1;  111;  ;  1;  1;  
18;40;6;sprenevera                              ;  785;  498;  63; 36 996;  162;  4;  ;  ;  4;  623;  ;  4;  3;  
18;41;6;podvod                                  ; 2 700; 1 036;  38; 62 594;  423;  5;  ;  2;  20; 1 458;  2;  21;  5;  
18;42;6;poruš.autorských práv                   ;  40;  6;  15;  241;  20;  1;  ;  ;  2;  29;  ;  2;  1;  
17;;1;NÁSILNÁ  KRIMINALITA                    ; 5 637; 4 206;  75; 2 990;  341; 1 486;  14;  88;  350; 4 829;  106;  404; 1 496;  12
17;1;1;vraždy                                  ;  72;  46;  64;  ;  9;  21;  1;  ;  1;  60;  ;  1;  21;  1
17;2;1;lúpeže                                  ;  680;  428;  63; 1 589;  33;  82;  ;  26;  113;  592;  34;  138;  99;  
17;3;1;násilie na verej.činit.                 ;  243;  220;  91;  ;  9;  114;  1;  ;  6;  236;  ;  7;  118;  1
17;4;1;      - z toho na policajtovi           ;  202;  184;  91;  ;  6;  94;  1;  ;  6;  198;  ;  7;  98;  1
17;5;1;úmyslené ublíženie na zdraví            ; 1 955; 1 380;  71;  15;  177;  417;  3;  15;  149; 1 757;  16;  167;  461;  3
17;6;1;s rasovým mot.,extrémizmus              ;  66;  33;  50;  1;  9;  6;  ;  3;  8;  40;  3;  8;  6;  
17;7;1;organizovaný zločin                     ;  63;  27;  43; 28 085;  17;  ;  ;  ;  ;  182;  ;  ;  ;  
17;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  851;  673;  79;  ;  62;  78;  2;  27;  282;  708;  27;  272;  70;  1
17;8;2;znásilnenie                             ;  87;  65;  75;  ;  6;  25;  ;  ;  10;  64;  ;  10;  20;  
17;9;2;pohlavné zneužívanie                    ;  538;  456;  85;  ;  29;  24;  1;  23;  254;  463;  23;  244;  21;  1
17;10;2;obchodovanie s ľuďmi                    ;  15;  10;  67;  ;  6;  ;  ;  ;  ;  29;  ;  ;  ;  
17;;3;MAJETKOVÁ  KRIMINALITA                  ; 34 301; 13 246;  39; 93 470;  840; 1 124;  20;  536; 2 163; 14 152;  680; 2 078; 1 111;  14
17;11;3;krádeže vlámaním                        ; 9 427; 2 873;  30; 50 123;  375;  243;  10;  131;  748; 3 427;  202;  782;  257;  6
17;12;3;   - škoda značná a vyššia              ;  80;  3;  4; 35 521;  5;  ;  1;  ;  ;  7;  ;  ;  ;  1
17;13;3;   - do obchodov a výkl.skríň           ; 1 003;  240;  24; 3 095;  35;  37;  1;  9;  64;  321;  18;  72;  53;  1
17;14;3;       - škoda značná a vyššia          ;  17;  ;  ; 1 247;  2;  ;  ;  ;  ;  2;  ;  ;  ;  
17;15;3;   - do reštaurácií a stánkov           ;  700;  224;  32;  876;  38;  35;  1;  10;  75;  270;  16;  64;  39;  1
17;16;3;       - škoda značná a vyššia          ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
17;17;3;   - do bytov                           ; 1 525;  593;  39; 4 830;  80;  46;  2;  31;  137;  607;  37;  138;  37;  
17;18;3;       - škoda značná a vyššia          ;  24;  1;  4; 1 751;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
17;19;3;   - do rekreačných chát                ; 1 183;  399;  34; 1 146;  59;  38;  2;  17;  78;  380;  25;  79;  29;  2
17;20;3;       - škoda značná a vyššia          ;  2;  ;  ;  100;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
17;21;3;krádeže ostatné                         ; 20 865; 9 086;  44; 38 385;  365;  669;  9;  317; 1 182; 9 293;  353; 1 076;  639;  7
17;22;3;   - motorových vozidiel                ; 2 297;  575;  25; 19 547;  39;  83;  2;  1;  131;  576;  1;  121;  67;  1
17;23;3;   - vecí a súčiastok z áut             ; 4 492;  519;  12; 5 952;  61;  19;  ;  8;  106;  471;  12;  56;  16;  
17;24;3;   - v bytoch                           ; 1 114;  638;  57; 2 126;  36;  29;  2;  16;  101;  641;  20;  96;  27;  2
17;25;3;ostatné majetkové                       ; 4 009; 1 287;  32; 4 961;  100;  212;  1;  88;  233; 1 432;  125;  220;  215;  1
17;;4;OSTATNÁ  KRIMINALITA                    ; 7 735; 6 214;  80; 10 032;  471;  689;  43;  35;  260; 7 274;  54;  250;  530;  35
17;26;4;výtržníctvo                             ;  835;  683;  82;  15;  57;  255;  1;  18;  76;  942;  23;  83;  289;  
17;27;4;požiare a výbuchy                       ;  527;  71;  13; 8 709;  27;  15;  ;  7;  9;  99;  9;  9;  15;  
17;28;4;drogy                                   ; 1 609; 1 222;  76;  ;  242;  20;  38;  ;  101; 1 468;  ;  99;  19;  31
17;29;4;    - omamné,psychotrop.látky           ;  609;  480;  79;  ;  91;  8;  24;  ;  21;  619;  ;  21;  7;  18
17;30;4;    - šírenie toxikománie               ;  43;  32;  74;  ;  2;  ;  ;  ;  9;  26;  ;  9;  ;  
17;31;4;nedovolené ozbrojovanie                 ;  477;  279;  58;  99;  40;  15;  ;  1;  12;  284;  1;  9;  10;  
17;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 15 271; 12 971;  85; 27 077; 1 201; 5 414;  37;  11;  121; 14 009;  14;  120; 5 291;  34
17;32;5;dopravné nehody cestné                  ; 1 603; 1 121;  70; 1 526;  265;  135;  4;  1;  16; 1 380;  1;  17;  129;  4
17;33;5;ohroz. pod vplyvom návyk.látok          ; 5 236; 5 178;  99;  404;  71; 5 212;  31;  1;  40; 5 136;  1;  35; 5 102;  28
17;34;5;t.č. vojenské a proti republ.           ;  18;  12;  67;  26;  4;  1;  ;  ;  ;  19;  ;  ;  1;  
17;;6;EKONOMICKÁ  KRIMINALITA                 ; 17 450; 8 060;  46; 355 595; 2 280;  80;  4;  29;  88; 10 077;  33;  92;  81;  4
17;35;6;skrátenie dane                          ; 5 739; 3 440;  60; 139 220; 1 061;  7;  2;  ;  ; 4 134;  ;  ;  7;  2
17;36;6;krádež                                  ;  51;  35;  69;  382;  1;  ;  ;  ;  1;  40;  ;  1;  ;  
17;37;6;ochrana meny                            ; 1 674;  31;  2;  51;  4;  1;  ;  ;  3;  37;  ;  3;  2;  
17;38;6;ohroz.devízového hospod.                ;  ;  ;  ;  ;  1;  ;  ;  ;  ;  ;  ;  ;  ;  
17;39;6;korupcia                                ;  134;  51;  38;  ;  12;  2;  ;  ;  1;  103;  ;  2;  2;  
17;40;6;sprenevera                              ;  851;  531;  62; 18 053;  170;  8;  ;  ;  2;  663;  ;  2;  7;  
17;41;6;podvod                                  ; 3 008; 1 110;  37; 102 915;  550;  5;  ;  2;  17; 1 644;  2;  16;  6;  
17;42;6;poruš.autorských práv                   ;  70;  8;  11;  491;  23;  ;  1;  1;  3;  31;  1;  3;  ;  1
16;;1;NÁSILNÁ  KRIMINALITA                    ; 6 003; 4 439;  74; 2 286;  441; 1 543;  19;  114;  429; 5 243;  132;  476; 1 559;  19
16;1;1;vraždy                                  ;  78;  51;  65;  ;  16;  17;  2;  ;  2;  86;  ;  2;  18;  2
16;2;1;lúpeže                                  ;  836;  478;  57; 1 362;  46;  83;  4;  21;  129;  694;  27;  163;  92;  5
16;3;1;násilie na verej.činit.                 ;  272;  250;  92;  ;  11;  122;  2;  ;  13;  270;  ;  13;  131;  2
16;4;1;      - z toho na policajtovi           ;  226;  211;  93;  ;  5;  100;  2;  ;  11;  225;  ;  11;  110;  2
16;5;1;úmyslené ublíženie na zdraví            ; 2 014; 1 458;  72;  5;  224;  450;  2;  32;  166; 1 898;  38;  172;  497;  1
16;6;1;s rasovým mot.,extrémizmus              ;  78;  40;  51;  ;  17;  8;  ;  1;  13;  64;  2;  18;  11;  
16;7;1;organizovaný zločin                     ;  57;  29;  51; 59 924;  15;  ;  ;  1;  ;  198;  1;  ;  ;  
16;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  804;  575;  72;  ;  62;  52;  3;  24;  235;  611;  29;  233;  48;  1
16;8;2;znásilnenie                             ;  91;  45;  49;  ;  5;  18;  ;  ;  4;  46;  ;  5;  17;  
16;9;2;pohlavné zneužívanie                    ;  482;  385;  80;  ;  30;  16;  1;  16;  212;  406;  19;  210;  15;  1
16;10;2;obchodovanie s ľuďmi                    ;  11;  1;  9;  ;  4;  ;  ;  1;  ;  12;  1;  ;  ;  
16;;3;MAJETKOVÁ  KRIMINALITA                  ; 38 750; 15 017;  39; 75 176;  815; 1 230;  21;  544; 2 375; 16 182;  656; 2 318; 1 178;  17
16;11;3;krádeže vlámaním                        ; 11 167; 3 572;  32; 23 269;  367;  276;  5;  119;  938; 4 154;  162;  971;  303;  3
16;12;3;   - škoda značná a vyššia              ;  77;  13;  17; 6 358;  4;  ;  ;  ;  ;  29;  ;  ;  ;  
16;13;3;   - do obchodov a výkl.skríň           ; 1 172;  341;  29; 2 933;  28;  31;  1;  4;  106;  400;  5;  98;  38;  
16;14;3;       - škoda značná a vyššia          ;  15;  3;  20;  761;  1;  ;  ;  ;  ;  5;  ;  ;  ;  
16;15;3;   - do reštaurácií a stánkov           ;  816;  247;  30;  976;  37;  42;  ;  9;  87;  339;  7;  97;  46;  
16;16;3;       - škoda značná a vyššia          ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
16;17;3;   - do bytov                           ; 1 705;  696;  41; 4 471;  59;  45;  1;  22;  127;  704;  36;  132;  52;  1
16;18;3;       - škoda značná a vyššia          ;  23;  3;  13; 1 219;  2;  ;  ;  ;  ;  7;  ;  ;  ;  
16;19;3;   - do rekreačných chát                ; 1 521;  588;  39; 1 397;  59;  47;  1;  15;  149;  492;  17;  140;  51;  
16;20;3;       - škoda značná a vyššia          ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
16;21;3;krádeže ostatné                         ; 23 139; 10 112;  44; 46 418;  351;  724;  11;  338; 1 249; 10 526;  375; 1 140;  660;  9
16;22;3;   - motorových vozidiel                ; 2 431;  565;  23; 24 306;  35;  98;  ;  2;  125;  562;  2;  122;  78;  
16;23;3;   - vecí a súčiastok z áut             ; 4 639;  407;  9; 6 213;  55;  20;  ;  7;  69;  420;  11;  50;  17;  
16;24;3;   - v bytoch                           ; 1 154;  630;  55; 3 252;  39;  26;  2;  8;  99;  621;  9;  98;  23;  2
