ID_ROK;ID_SUBKATEGORIA;ID_KATEGORIA;Druh kriminality;Zistené;Objasnené; t.j. %;Spôsob. škoda;Dodatoč. objasnené;Vplyv alkoholu;Vplyv drog;Maloletý páchateľ;Mladistvý páchateľ;Celkom osôb;Počet malolet.;Počet mladist.;Vplyv alkoholu;Vplyv drog
16;25;3;ostatné majetkové                       ; 4 444; 1 333;  30; 5 489;  97;  230;  5;  87;  188; 1 502;  119;  207;  215;  5
16;;4;OSTATNÁ  KRIMINALITA                    ; 8 168; 6 466;  79; 15 550;  521;  708;  59;  46;  314; 7 536;  72;  320;  526;  63
16;26;4;výtržníctvo                             ;  830;  668;  80;  20;  53;  220;  1;  25;  100;  915;  41;  113;  257;  
16;27;4;požiare a výbuchy                       ;  561;  62;  11; 14 098;  25;  17;  ;  13;  13;  97;  15;  13;  18;  
16;28;4;drogy                                   ; 1 930; 1 417;  73;  ;  281;  22;  57;  2;  123; 1 733;  4;  127;  19;  62
16;29;4;    - omamné,psychotrop.látky           ;  658;  504;  77;  ;  94;  4;  29;  1;  26;  658;  3;  28;  3;  31
16;30;4;    - šírenie toxikománie               ;  53;  44;  83;  ;  4;  1;  2;  ;  17;  41;  ;  15;  ;  2
16;31;4;nedovolené ozbrojovanie                 ;  433;  262;  61;  55;  52;  18;  ;  ;  6;  275;  ;  5;  11;  
16;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 16 734; 14 231;  85; 4 874; 1 354; 5 940;  32;  12;  142; 15 377;  15;  144; 5 770;  29
16;32;5;dopravné nehody cestné                  ; 1 555; 1 095;  70; 1 664;  325;  163;  ;  1;  12; 1 409;  1;  11;  155;  
16;33;5;ohroz. pod vplyvom návyk.látok          ; 5 797; 5 690;  98;  796;  51; 5 706;  31;  ;  50; 5 582;  ;  47; 5 551;  28
16;34;5;t.č. vojenské a proti republ.           ;  18;  11;  61;  ;  2;  2;  ;  ;  1;  12;  ;  1;  2;  
16;;6;EKONOMICKÁ  KRIMINALITA                 ; 19 218; 7 995;  42; 438 816; 1 892;  63;  2;  43;  120; 9 875;  52;  116;  59;  2
16;35;6;skrátenie dane                          ; 6 053; 3 057;  51; 142 280;  547;  11;  ;  ;  ; 3 559;  ;  ;  11;  
16;36;6;krádež                                  ;  111;  107;  96;  224;  6;  ;  1;  ;  1;  52;  ;  2;  ;  1
16;37;6;ochrana meny                            ; 2 715;  32;  1;  85;  9;  3;  ;  ;  6;  45;  ;  7;  2;  
16;38;6;ohroz.devízového hospod.                ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
16;39;6;korupcia                                ;  124;  54;  44;  ;  2;  2;  ;  ;  ;  119;  ;  ;  2;  
16;40;6;sprenevera                              ; 1 023;  641;  63; 17 852;  207;  3;  ;  ;  3;  806;  ;  3;  3;  
16;41;6;podvod                                  ; 3 469; 1 300;  37; 182 250;  550;  9;  1;  ;  21; 1 820;  ;  21;  9;  1
16;42;6;poruš.autorských práv                   ;  107;  11;  10;  832;  15;  ;  ;  ;  2;  27;  ;  2;  ;  
15;;1;NÁSILNÁ  KRIMINALITA                    ; 6 607; 4 772;  72; 4 785;  333; 1 664;  22;  115;  474; 5 510;  127;  552; 1 703;  23
15;1;1;vraždy                                  ;  75;  52;  69;  12;  8;  18;  3;  ;  5;  77;  ;  8;  18;  3
15;2;1;lúpeže                                  ;  974;  555;  57; 3 633;  42;  95;  5;  24;  158;  765;  24;  201;  109;  4
15;3;1;násilie na verej.činit.                 ;  277;  243;  88;  ;  8;  145;  3;  ;  5;  264;  ;  6;  153;  3
15;4;1;      - z toho na policajtovi           ;  221;  199;  90;  ;  5;  120;  3;  ;  3;  212;  ;  3;  124;  3
15;5;1;úmyslené ublíženie na zdraví            ; 2 183; 1 546;  71;  9;  141;  466;  3;  22;  180; 1 932;  25;  206;  533;  3
15;6;1;s rasovým mot.,extrémizmus              ;  104;  43;  41;  ;  12;  8;  ;  2;  11;  49;  2;  10;  8;  
15;7;1;organizovaný zločin                     ;  78;  41;  53; 23 344;  8;  ;  ;  ;  2;  132;  ;  ;  ;  
15;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  841;  633;  75;  ;  75;  49;  1;  46;  273;  669;  45;  266;  48;  1
15;8;2;znásilnenie                             ;  88;  49;  56;  ;  9;  20;  1;  6;  9;  51;  4;  6;  22;  1
15;9;2;pohlavné zneužívanie                    ;  497;  417;  84;  ;  27;  13;  ;  20;  236;  436;  21;  235;  12;  
15;10;2;obchodovanie s ľuďmi                    ;  23;  2;  9;  ;  6;  ;  ;  ;  ;  16;  ;  ;  ;  
15;;3;MAJETKOVÁ  KRIMINALITA                  ; 39 944; 13 719;  34; 86 991;  884; 1 241;  24;  517; 2 295; 15 273;  601; 2 294; 1 227;  19
15;11;3;krádeže vlámaním                        ; 11 855; 3 207;  27; 24 351;  330;  335;  12;  115;  882; 3 999;  154;  954;  335;  7
15;12;3;   - škoda značná a vyššia              ;  109;  9;  8; 5 788;  7;  ;  ;  ;  1;  26;  ;  1;  ;  
15;13;3;   - do obchodov a výkl.skríň           ; 1 173;  321;  27; 3 445;  36;  52;  2;  10;  81;  412;  11;  90;  64;  1
15;14;3;       - škoda značná a vyššia          ;  18;  3;  17; 1 126;  1;  ;  ;  ;  ;  13;  ;  ;  ;  
15;15;3;   - do reštaurácií a stánkov           ;  965;  268;  28; 1 458;  47;  43;  2;  6;  80;  330;  5;  81;  46;  1
15;16;3;       - škoda značná a vyššia          ;  4;  1;  25;  258;  ;  ;  ;  ;  1;  1;  ;  1;  ;  
15;17;3;   - do bytov                           ; 1 742;  586;  34; 4 695;  58;  62;  2;  16;  117;  587;  17;  108;  47;  2
15;18;3;       - škoda značná a vyššia          ;  31;  2;  6; 1 427;  1;  ;  ;  ;  ;  2;  ;  ;  ;  
15;19;3;   - do rekreačných chát                ; 1 421;  436;  31; 1 205;  46;  63;  1;  16;  129;  452;  18;  123;  54;  
15;20;3;       - škoda značná a vyššia          ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
15;21;3;krádeže ostatné                         ; 23 383; 9 169;  39; 56 085;  440;  677;  12;  315; 1 214; 9 701;  342; 1 131;  649;  12
15;22;3;   - motorových vozidiel                ; 2 546;  523;  21; 25 463;  58;  77;  3;  3;  105;  550;  3;  101;  72;  3
15;23;3;   - vecí a súčiastok z áut             ; 5 388;  486;  9; 8 660;  108;  22;  2;  7;  93;  541;  11;  81;  25;  3
15;24;3;   - v bytoch                           ; 1 142;  580;  51; 3 493;  33;  26;  2;  10;  107;  584;  9;  107;  23;  1
15;25;3;ostatné majetkové                       ; 4 706; 1 343;  29; 6 554;  114;  229;  ;  87;  199; 1 573;  105;  209;  243;  
15;;4;OSTATNÁ  KRIMINALITA                    ; 8 596; 6 593;  77; 17 089;  552;  766;  76;  69;  334; 7 531;  74;  311;  602;  77
15;26;4;výtržníctvo                             ;  924;  722;  78;  21;  67;  224;  2;  47;  126;  958;  37;  120;  285;  2
15;27;4;požiare a výbuchy                       ;  629;  64;  10; 16 476;  22;  17;  1;  6;  10;  95;  7;  11;  18;  1
15;28;4;drogy                                   ; 1 951; 1 378;  71;  ;  304;  36;  66;  3;  124; 1 715;  3;  119;  35;  68
15;29;4;    - omamné,psychotrop.látky           ;  677;  504;  74;  ;  103;  11;  34;  ;  32;  673;  ;  33;  11;  34
15;30;4;    - šírenie toxikománie               ;  71;  63;  89;  ;  6;  2;  ;  2;  15;  45;  2;  13;  1;  
15;31;4;nedovolené ozbrojovanie                 ;  470;  241;  51;  26;  45;  13;  ;  1;  6;  244;  ;  4;  8;  
15;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 17 682; 14 894;  84; 8 786; 1 248; 6 362;  101;  23;  162; 15 852;  27;  166; 6 140;  98
15;32;5;dopravné nehody cestné                  ; 1 667; 1 131;  68; 1 328;  313;  182;  4;  4;  16; 1 428;  4;  16;  172;  4
15;33;5;ohroz. pod vplyvom návyk.látok          ; 6 269; 6 179;  99;  715;  26; 6 085;  96;  ;  56; 5 992;  ;  52; 5 883;  93
15;34;5;t.č. vojenské a proti republ.           ;  22;  9;  41;  ;  7;  ;  1;  ;  ;  8;  ;  ;  ;  1
15;;6;EKONOMICKÁ  KRIMINALITA                 ; 16 681; 7 272;  44; 583 768; 2 139;  73;  2;  75;  131; 9 634;  78;  127;  65;  2
15;35;6;skrátenie dane                          ; 3 679; 2 385;  65; 160 969;  567;  12;  ;  ;  1; 2 992;  ;  2;  13;  
15;36;6;krádež                                  ;  31;  24;  77;  195;  3;  ;  ;  ;  2;  27;  ;  1;  ;  
15;37;6;ochrana meny                            ; 2 200;  28;  1; 2 584;  11;  ;  ;  ;  6;  43;  ;  7;  ;  
15;38;6;ohroz.devízového hospod.                ;  1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
15;39;6;korupcia                                ;  139;  82;  59;  ;  15;  4;  ;  ;  ;  126;  ;  ;  4;  
15;40;6;sprenevera                              ; 1 101;  670;  61; 28 277;  238;  3;  ;  ;  7;  889;  ;  6;  3;  
15;41;6;podvod                                  ; 3 354; 1 239;  37; 256 126;  621;  8;  1;  1;  15; 1 876;  1;  18;  7;  1
15;42;6;poruš.autorských práv                   ;  97;  14;  14;  482;  14;  ;  ;  ;  5;  27;  ;  5;  ;  
14;1;;NÁSILNÁ  KRIMINALITA                    ; 7 002; 5 270;  75; 3 078;  463; 1 850;  20;  147;  511; 6 099;  165;  572; 1 887;  21
14;1;1;vraždy                                  ;  96;  71;  74;  ;  15;  20;  1;  ;  5;  106;  ;  5;  21;  1
14;1;2;lúpeže                                  ;  851;  449;  53; 1 636;  39;  92;  5;  15;  119;  646;  21;  144;  125;  7
14;1;3;násilie na verej.činit.                 ;  348;  321;  92;  ;  12;  180;  2;  ;  8;  335;  ;  7;  184;  2
14;1;4;      - z toho na policajtovi           ;  281;  261;  93;  ;  5;  148;  2;  ;  7;  263;  ;  6;  150;  2
14;1;5;úmyslené ublíženie na zdraví            ; 2 227; 1 724;  77;  31;  247;  508;  2;  30;  222; 2 222;  32;  251;  560;  2
14;1;6;s rasovým mot.,extrémizmus              ;  243;  107;  44;  10;  4;  31;  ;  4;  24;  97;  5;  22;  25;  
14;1;7;organizovaný zločin                     ;  61;  38;  62; 4 177;  20;  ;  ;  ;  2;  174;  ;  2;  ;  
14;2;;MRAVNOSTNÁ  KRIMINALITA                 ; 1 041;  717;  69;  ;  45;  84;  2;  38;  294;  694;  43;  280;  67;  2
14;2;8;znásilnenie                             ;  150;  92;  61;  ;  4;  30;  1;  1;  10;  83;  1;  11;  22;  1
14;2;9;pohlavné zneužívanie                    ;  542;  447;  82;  ;  18;  25;  1;  25;  239;  429;  25;  229;  20;  1
14;2;10;obchodovanie s ľuďmi                    ;  19;  1;  5;  ;  4;  ;  ;  ;  1;  14;  ;  2;  ;  
14;3;;MAJETKOVÁ  KRIMINALITA                  ; 43 176; 14 413;  33; 96 750; 1 008; 1 256;  29;  690; 2 666; 16 346;  827; 2 643; 1 263;  14
14;3;11;krádeže vlámaním                        ; 12 884; 3 289;  26; 32 255;  416;  297;  16;  192;  968; 4 350;  257; 1 059;  314;  4
14;3;12;   - škoda značná a vyššia              ;  134;  11;  8; 10 610;  8;  ;  ;  ;  1;  35;  ;  2;  ;  
14;3;13;   - do obchodov a výkl.skríň           ; 1 396;  360;  26; 5 104;  49;  52;  ;  10;  102;  470;  12;  108;  55;  
14;3;14;       - škoda značná a vyššia          ;  26;  1;  4; 2 065;  1;  ;  ;  ;  ;  8;  ;  ;  ;  
14;3;15;   - do reštaurácií a stánkov           ; 1 251;  333;  27; 1 886;  55;  44;  ;  20;  126;  459;  28;  123;  58;  
14;3;16;       - škoda značná a vyššia          ;  2;  ;  ;  123;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
14;3;17;   - do bytov                           ; 1 714;  581;  34; 4 581;  75;  54;  1;  31;  157;  706;  37;  161;  47;  1
14;3;18;       - škoda značná a vyššia          ;  27;  3;  11; 1 312;  ;  ;  ;  ;  ;  3;  ;  ;  ;  
14;3;19;   - do rekreačných chát                ; 1 310;  319;  24; 1 416;  61;  35;  ;  19;  99;  371;  18;  103;  27;  
14;3;20;       - škoda značná a vyššia          ;  1;  ;  ;  47;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
14;3;21;krádeže ostatné                         ; 25 199; 9 515;  38; 57 397;  476;  662;  11;  370; 1 404; 10 168;  402; 1 301;  646;  9
14;3;22;   - motorových vozidiel                ; 2 694;  504;  19; 30 743;  71;  68;  ;  9;  97;  559;  8;  93;  63;  
14;3;23;   - vecí a súčiastok z áut             ; 6 396;  549;  9; 8 365;  147;  35;  2;  30;  149;  620;  27;  105;  27;  2
14;3;24;   - v bytoch                           ; 1 231;  599;  49; 2 311;  46;  29;  1;  14;  124;  609;  19;  116;  28;  1
14;3;25;ostatné majetkové                       ; 5 093; 1 609;  32; 7 097;  116;  297;  2;  128;  294; 1 828;  168;  283;  303;  1
14;4;;OSTATNÁ  KRIMINALITA                    ; 9 984; 7 903;  79; 14 042;  576;  921;  58;  119;  410; 9 088;  90;  430;  883;  60
14;4;26;výtržníctvo                             ; 1 115;  899;  81;  21;  81;  308;  ;  95;  115; 1 211;  52;  152;  382;  
14;4;27;požiare a výbuchy                       ;  590;  62;  11; 12 989;  21;  10;  ;  8;  13;  94;  16;  14;  8;  
14;4;28;drogy                                   ; 2 422; 1 736;  72;  ;  266;  41;  50;  5;  173; 2 011;  4;  168;  36;  54
14;4;29;    - omamné,psychotrop.látky           ;  731;  551;  75;  ;  71;  9;  26;  1;  40;  687;  1;  36;  6;  30
14;4;30;    - šírenie toxikománie               ;  96;  76;  79;  ;  1;  2;  1;  4;  29;  69;  3;  29;  2;  1
14;4;31;nedovolené ozbrojovanie                 ;  559;  316;  57;  29;  48;  17;  ;  3;  9;  307;  3;  8;  16;  
14;5;;ZOSTÁVAJÚCA KRIMINALITA                 ; 13 525; 10 742;  79; 5 526; 1 393; 1 559;  11;  30;  150; 11 749;  27;  153; 1 312;  11
14;5;32;dopravné nehody cestné                  ; 1 829; 1 305;  71; 2 431;  335;  262;  2;  3;  13; 1 623;  3;  13;  252;  2
14;5;33;ohroz. pod vplyvom návyk.látok          ; 1 217; 1 180;  97;  144;  5; 1 176;  8;  ;  5;  960;  ;  4;  952;  8
14;5;34;t.č. vojenské a proti republ.           ;  25;  18;  72;  3;  5;  2;  ;  ;  ;  17;  ;  ;  2;  
14;6;;EKONOMICKÁ  KRIMINALITA                 ; 18 145; 8 137;  45; 438 933; 1 972;  75;  4;  88;  185; 10 328;  109;  173;  74;  3
14;6;35;skrátenie dane                          ; 3 573; 1 927;  54; 138 661;  384;  11;  ;  ;  ; 2 434;  ;  ;  11;  
14;6;36;krádež                                  ;  45;  38;  84;  368;  3;  ;  ;  ;  7;  43;  ;  4;  ;  
14;6;37;ochrana meny                            ; 1 852;  43;  2; 4 045;  8;  2;  ;  2;  13;  57;  2;  10;  2;  
14;6;38;ohroz.devízového hospod.                ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
14;6;39;korupcia                                ;  199;  133;  67;  ;  15;  10;  ;  ;  ;  167;  ;  ;  10;  
14;6;40;sprenevera                              ; 1 378;  863;  63; 21 502;  287;  6;  1;  2;  4; 1 096;  2;  4;  6;  1
14;6;41;podvod                                  ; 3 810; 1 561;  41; 91 531;  624;  7;  1;  3;  16; 2 160;  3;  12;  6;  
14;6;42;poruš.autorských práv                   ;  81;  23;  28;  432;  6;  ;  1;  ;  1;  34;  ;  1;  ;  1
13;;1;NÁSILNÁ  KRIMINALITA                    ; 7 532; 5 485;  73; 4 761;  485; 1 869;  13;  136;  601; 6 318;  164;  632; 1 898;  12
13;1;1;vraždy                                  ;  89;  64;  72;  1;  6;  28;  2;  ;  1;  77;  ;  1;  28;  2
13;2;1;lúpeže                                  ; 1 188;  652;  55; 2 838;  56;  107;  1;  39;  191;  896;  53;  227;  139;  1
13;3;1;násilie na verej.činit.                 ;  356;  325;  91;  13;  9;  158;  1;  ;  5;  335;  ;  4;  157;  1
13;4;1;      - z toho na policajtovi           ;  289;  271;  94;  3;  4;  134;  1;  ;  4;  274;  ;  4;  131;  1
13;5;1;úmyslené ublíženie na zdraví            ; 2 426; 1 673;  69;  13;  247;  472;  ;  37;  184; 2 182;  41;  199;  542;  
13;6;1;t.č. s rasovým motívom                  ;  79;  48;  61;  ;  5;  13;  ;  1;  10;  53;  1;  7;  14;  
13;7;1;organizovaný zločin                     ;  66;  31;  47; 5 188;  43;  ;  ;  ;  ;  113;  ;  ;  ;  
13;6;1;extrémiznus                             ;  77;  47;  61;  ;  5;  13;  ;  1;  10;  51;  1;  7;  14;  
13;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  678;  513;  76;  ;  59;  50;  ;  21;  140;  535;  22;  140;  47;  
13;8;2;znásilnenie                             ;  117;  83;  71;  ;  15;  16;  ;  ;  6;  86;  ;  6;  14;  
13;9;2;pohlavné zneužívanie                    ;  369;  301;  82;  ;  22;  13;  ;  12;  121;  310;  13;  119;  12;  
13;10;2;obchodovanie s ľuďmi                    ;  9;  1;  11;  ;  2;  ;  ;  ;  ;  5;  ;  ;  ;  
13;;3;MAJETKOVÁ  KRIMINALITA                  ; 47 408; 15 432;  33; 108 709; 1 128; 1 385;  7;  725; 2 846; 16 554;  896; 2 667; 1 316;  3
13;11;3;krádeže vlámaním                        ; 14 783; 3 647;  25; 35 705;  485;  326;  3;  192; 1 084; 4 320;  259; 1 049;  308;  2
13;12;3;   - škoda značná a vyššia              ;  146;  10;  7; 11 399;  6;  ;  ;  ;  3;  19;  ;  6;  ;  
13;13;3;   - do obchodov a výkl.skríň           ; 1 795;  400;  22; 6 155;  72;  67;  ;  16;  127;  543;  19;  127;  65;  
13;14;3;       - škoda značná a vyššia          ;  26;  2;  8; 2 156;  2;  ;  ;  ;  1;  6;  ;  2;  ;  
13;15;3;   - do reštaurácií a stánkov           ; 1 509;  399;  26; 1 849;  67;  53;  ;  17;  118;  451;  14;  116;  58;  
13;16;3;       - škoda značná a vyššia          ;  1;  ;  ;  30;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
13;17;3;   - do bytov                           ; 1 876;  738;  39; 4 681;  78;  53;  1;  37;  189;  795;  48;  189;  48;  
13;18;3;       - škoda značná a vyššia          ;  21;  5;  24; 1 376;  ;  ;  ;  ;  2;  8;  ;  4;  ;  
13;19;3;   - do rekreačných chát                ; 1 619;  468;  29; 1 639;  60;  35;  1;  24;  127;  429;  46;  104;  30;  
13;20;3;       - škoda značná a vyššia          ;  4;  ;  ;  166;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
13;21;3;krádeže ostatné                         ; 27 818; 10 336;  37; 66 241;  497;  756;  4;  424; 1 492; 10 557;  473; 1 349;  706;  1
13;22;3;   - motorových vozidiel                ; 3 354;  826;  25; 40 117;  93;  123;  ;  21;  204;  868;  21;  207;  126;  
13;23;3;   - vecí a súčiastok z áut             ; 7 255;  572;  8; 10 002;  109;  37;  1;  15;  115;  571;  22;  76;  31;  
13;24;3;   - v bytoch                           ; 1 326;  634;  48; 2 350;  62;  25;  ;  14;  116;  629;  15;  106;  26;  
13;25;3;ostatné majetkové                       ; 4 807; 1 449;  30; 6 762;  146;  303;  ;  109;  270; 1 677;  164;  269;  302;  
13;;4;OSTATNÁ  KRIMINALITA                    ; 9 286; 7 365;  79; 63 523;  809; 1 036;  23;  138;  439; 8 355;  83;  408;  983;  29
13;26;4;výtržníctvo                             ; 1 287; 1 092;  85;  26;  46;  370;  1;  89;  175; 1 279;  32;  164;  443;  1
13;27;4;požiare a výbuchy                       ;  577;  46;  8; 22 055;  14;  10;  ;  6;  5;  73;  8;  3;  11;  
13;28;4;drogy                                   ; 1 762; 1 247;  71;  ;  621;  22;  19;  2;  145; 1 902;  2;  141;  22;  26
13;29;4;    - omamné,psychotrop.látky           ;  560;  437;  78;  ;  127;  2;  8;  ;  29;  650;  ;  30;  2;  12
13;30;4;    - šírenie toxikománie               ;  12;  8;  67;  ;  ;  1;  ;  ;  2;  5;  ;  1;  2;  
13;31;4;nedovolené ozbrojovanie                 ;  479;  272;  57;  29;  39;  15;  1;  2;  6;  258;  2;  5;  10;  
13;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 13 567; 10 592;  78; 7 068; 1 509; 1 043;  4;  17;  95; 11 671;  20;  96;  779;  3
13;32;5;dopravné nehody cestné                  ; 1 991; 1 449;  73; 3 582;  337;  308;  1;  5;  20; 1 757;  4;  19;  291;  1
13;33;5;ohroz. pod vplyvom návyk.látok          ;  631;  626;  99;  32;  4;  630;  ;  ;  3;  391;  ;  2;  391;  
13;34;5;t.č. vojenské a proti republ.           ;  49;  45;  92;  ;  28;  3;  1;  ;  ;  72;  ;  ;  3;  1
13;;6;EKONOMICKÁ  KRIMINALITA                 ; 16 781; 7 338;  44; 550 841; 2 299;  106;  6;  68;  161; 9 877;  71;  156;  104;  6
13;35;6;skrátenie dane                          ; 2 229; 1 185;  53; 156 823;  462;  5;  2;  ;  1; 1 794;  ;  1;  5;  2
13;36;6;krádež                                  ;  26;  23;  88;  104;  ;  ;  ;  ;  1;  26;  ;  1;  ;  
13;37;6;ochrana meny                            ; 1 996;  45;  2;  62;  15;  1;  1;  1;  15;  77;  1;  22;  2;  1
13;38;6;ohroz.devízového hospod.                ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
13;39;6;korupcia                                ;  148;  82;  55;  ;  15;  20;  1;  ;  2;  123;  ;  2;  20;  1
13;40;6;sprenevera                              ; 1 423;  903;  63; 28 538;  301;  11;  ;  1;  2; 1 165;  1;  1;  11;  
13;41;6;podvod                                  ; 3 755; 1 637;  44; 282 147;  687;  11;  ;  1;  27; 2 282;  1;  23;  10;  
13;42;6;poruš.autorských práv                   ;  64;  26;  41;  551;  12;  1;  ;  1;  ;  36;  1;  ;  1;  
12;;1;NÁSILNÁ  KRIMINALITA                    ; 8 337; 5 998;  72; 2 251;  648; 2 219;  20;  141;  618; 7 078;  172;  685; 2 211;  20
12;1;1;vraždy                                  ;  84;  72;  86;  ;  6;  24;  1;  ;  2;  79;  ;  2;  26;  1
12;2;1;lúpeže                                  ; 1 358;  712;  52; 1 606;  65;  120;  5;  40;  220; 1 011;  51;  258;  145;  7
12;3;1;násilie na verej.činit.                 ;  410;  370;  90;  13;  23;  190;  3;  ;  16;  405;  ;  18;  185;  3
12;4;1;      - z toho na policajtovi           ;  325;  303;  93;  10;  20;  159;  2;  ;  13;  338;  ;  15;  155;  2
12;5;1;úmyslené ublíženie na zdraví            ; 2 618; 1 765;  67;  9;  323;  579;  3;  24;  219; 2 369;  29;  237;  647;  3
12;6;1;t.č. s rasovým motívom                  ;  132;  68;  52;  6;  5;  20;  ;  4;  18;  79;  4;  15;  23;  
12;7;1;organizovaný zločin                     ;  48;  29;  60; 10 466;  10;  1;  ;  ;  ;  164;  ;  ;  1;  
12;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  791;  611;  77;  ;  56;  69;  3;  36;  174;  622;  35;  162;  62;  3
12;8;2;znásilnenie                             ;  142;  102;  72;  ;  9;  30;  ;  ;  11;  102;  ;  10;  28;  
12;9;2;pohlavné zneužívanie                    ;  396;  330;  83;  ;  23;  16;  1;  26;  136;  329;  24;  133;  14;  1
12;10;2;obchodovanie s ľuďmi                    ;  9;  3;  33;  ;  2;  ;  ;  ;  ;  6;  ;  ;  ;  
12;;3;MAJETKOVÁ  KRIMINALITA                  ; 52 399; 15 908;  30; 122 912; 1 223; 1 470;  18;  767; 3 354; 16 800; 1 003; 3 063; 1 457;  14
12;11;3;krádeže vlámaním                        ; 15 394; 3 709;  24; 34 048;  511;  381;  8;  193; 1 249; 4 215;  284; 1 136;  393;  7
12;12;3;   - škoda značná a vyššia              ;  118;  4;  3; 9 804;  1;  ;  ;  ;  2;  4;  ;  2;  ;  
12;13;3;   - do obchodov a výkl.skríň           ; 1 792;  458;  26; 4 494;  88;  74;  1;  13;  142;  597;  17;  141;  86;  1
12;14;3;       - škoda značná a vyššia          ;  21;  ;  ; 1 067;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
12;15;3;   - do reštaurácií a stánkov           ; 1 759;  474;  27; 2 409;  67;  79;  3;  12;  167;  554;  16;  157;  89;  2
12;16;3;       - škoda značná a vyššia          ;  3;  1;  33;  209;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
12;17;3;   - do bytov                           ; 2 330;  871;  37; 6 783;  91;  54;  1;  59;  255;  805;  69;  209;  44;  1
12;18;3;       - škoda značná a vyššia          ;  31;  1;  3; 2 328;  1;  ;  ;  ;  1;  2;  ;  1;  ;  
12;19;3;   - do rekreačných chát                ; 1 782;  435;  24; 1 679;  59;  51;  ;  9;  135;  353;  19;  78;  38;  
12;20;3;       - škoda značná a vyššia          ;  2;  ;  ;  67;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
12;21;3;krádeže ostatné                         ; 31 549; 10 565;  33; 81 922;  561;  772;  9;  426; 1 734; 10 669;  476; 1 550;  725;  7
12;22;3;   - motorových vozidiel                ; 3 779;  971;  26; 51 194;  76;  128;  3;  12;  302; 1 013;  13;  288;  124;  2
12;23;3;   - vecí a súčiastok z áut             ; 9 290;  690;  7; 12 349;  157;  43;  ;  22;  227;  710;  24;  180;  48;  
12;24;3;   - v bytoch                           ; 1 319;  625;  47; 2 148;  67;  22;  1;  11;  116;  653;  13;  113;  25;  1
12;25;3;ostatné majetkové                       ; 5 456; 1 634;  30; 6 942;  151;  317;  1;  148;  371; 1 916;  243;  377;  339;  
12;;4;OSTATNÁ  KRIMINALITA                    ; 10 128; 7 626;  75; 13 779;  960; 1 229;  68;  55;  495; 8 734;  66;  467; 1 183;  68
12;26;4;výtržníctvo                             ; 1 306; 1 106;  85;  97;  92;  446;  2;  38;  183; 1 489;  40;  192;  560;  2
12;27;4;požiare a výbuchy                       ;  699;  80;  11; 13 364;  15;  18;  ;  8;  12;  75;  13;  8;  14;  
12;28;4;drogy                                   ; 2 459; 1 330;  54;  ;  656;  28;  61;  2;  160; 2 032;  2;  151;  28;  62
12;29;4;    - omamné,psychotrop.látky           ;  587;  443;  75;  ;  143;  2;  28;  ;  43;  690;  ;  42;  2;  30
12;30;4;    - šírenie toxikománie               ;  15;  12;  80;  ;  1;  1;  ;  ;  7;  12;  ;  7;  1;  
12;31;4;nedovolené ozbrojovanie                 ;  526;  334;  63;  115;  59;  34;  1;  ;  9;  330;  ;  6;  31;  1
12;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 13 732; 10 571;  77; 6 875; 1 720; 1 458;  1;  22;  112; 11 844;  27;  100; 1 140;  1
12;32;5;dopravné nehody cestné                  ; 2 292; 1 694;  74; 4 848;  507;  417;  ;  2;  27; 2 165;  2;  26;  389;  
12;33;5;ohroz. pod vplyvom návyk.látok          ;  902;  897;  99;  60;  5;  902;  ;  ;  1;  627;  ;  ;  627;  
12;34;5;t.č. vojenské a proti republ.           ;  94;  82;  87;  ;  2;  14;  ;  ;  ;  80;  ;  ;  14;  
12;;6;EKONOMICKÁ  KRIMINALITA                 ; 19 518; 8 739;  45; 350 554; 2 227;  103;  5;  69;  178; 11 187;  70;  176;  100;  5
12;35;6;skrátenie dane                          ; 2 702; 1 344;  50; 148 175;  360;  1;  ;  ;  1; 1 861;  ;  1;  1;  
12;36;6;krádež                                  ;  27;  21;  78;  285;  2;  ;  ;  ;  ;  29;  ;  ;  ;  
12;37;6;ochrana meny                            ; 2 076;  86;  4;  64;  11;  3;  ;  1;  12;  85;  1;  13;  3;  
